node_from,node_to,Branch capacity (MW),Branch cost (€),Branch status LF-SCF,Branch status LF-STE,Branch status OL-SSTE
1,62,10,4928.514589,1,1,1
1,151,10,79706.4176,1,1,0
1,152,10,1051268.564,0,0,0
1,153,10,81532.62061,0,0,1
1,154,10,156812.5995,0,0,0
2,28,10,3399.059213,1,1,1
2,151,10,1119746.653,0,0,0
2,152,10,26539.4762,1,1,0
2,153,10,1099751.104,0,0,1
2,154,10,1201198.969,0,0,0
3,56,10,7511.539965,1,1,1
3,151,10,78122.27096,0,0,0
3,152,10,1033912.469,0,0,0
3,153,10,59746.03771,1,1,1
3,154,10,170213.5722,0,0,0
4,45,10,3157.743025,1,1,1
4,151,10,72729.71628,1,1,1
4,152,10,1069364.869,0,0,0
4,153,10,88738.08778,0,0,0
4,154,10,141696.9412,0,0,0
5,75,10,1229.712482,1,1,1
5,151,10,48166.0336,1,1,0
5,152,10,1081292.966,0,0,0
5,153,10,76041.59402,0,0,1
5,154,10,121551.6195,0,0,0
6,14,10,6108.980845,1,1,1
6,151,10,77335.3264,0,0,1
6,152,10,1042032.999,0,0,0
6,153,10,71155.1442,1,1,0
6,154,10,161338.3263,0,0,0
7,38,10,7505.757238,1,1,1
7,151,10,31161.41497,1,1,1
7,152,10,1087535.064,0,0,0
7,153,10,34133.03925,0,0,0
7,154,10,140042.5114,0,0,0
8,33,10,6246.897926,1,1,1
8,151,10,50008.90576,0,0,0
8,152,10,1087263.732,0,0,0
8,153,10,12260.29413,1,1,1
8,154,10,161142.4151,0,0,0
9,26,10,4784.07733,1,1,1
9,151,10,78094.11882,1,1,0
9,152,10,1079290.279,0,0,0
9,153,10,100481.9515,0,0,1
9,154,10,142943.0687,0,0,0
10,61,10,7985.508337,1,1,1
10,151,10,91021.11457,1,1,0
10,152,10,1066812.483,0,0,0
10,153,10,101856.0288,0,0,1
10,154,10,159633.3967,0,0,0
11,24,10,3681.815871,1,1,1
11,151,10,41311.1875,0,0,1
11,152,10,1097361.451,0,0,0
11,153,10,24211.01204,1,1,0
11,154,10,149622.6862,0,0,0
12,17,10,7077.885957,1,1,1
12,151,10,1104971.997,0,0,0
12,152,10,7532.368617,1,1,1
12,153,10,1082711.863,0,0,0
12,154,10,1196190.672,0,0,0
13,16,10,10348.39566,1,1,1
13,151,10,56645.32488,1,1,0
13,152,10,1093862.723,0,0,0
13,153,10,92353.48841,0,0,1
13,154,10,116284.7932,0,0,0
14,56,10,6216.411413,1,1,1
14,151,10,78601.20166,0,0,0
14,152,10,1038884.619,0,0,0
14,153,10,66933.80594,0,0,0
14,154,10,164145.6599,0,0,0
15,53,10,1932.188867,1,1,1
15,151,10,46207.79437,0,0,0
15,152,10,1076776.97,0,0,0
15,153,10,21222.54062,1,1,1
15,154,10,154919.2492,0,0,0
16,64,10,3779.740841,1,1,1
16,151,10,47121.12706,0,0,0
16,152,10,1092202.178,0,0,0
16,153,10,83260.68788,0,0,0
16,154,10,110108.3965,0,0,0
17,151,10,1106196.991,0,0,0
17,152,10,5233.083943,1,1,0
17,153,10,1077770.326,0,0,1
17,154,10,1197753.63,0,0,0
18,86,10,8392.277087,1,1,1
18,151,10,1054857.342,0,0,1
18,152,10,210153.3769,1,1,0
18,153,10,1100151.145,0,0,0
18,154,10,1094081.45,0,0,0
19,37,10,10283.20519,1,1,1
19,151,10,1108231.465,0,0,0
19,152,10,143258.6774,1,1,1
19,153,10,1124076.523,0,0,0
19,154,10,1156790.339,0,0,0
20,77,10,7753.314622,1,1,1
20,151,10,63474.14156,0,0,0
20,152,10,1048968.602,0,0,0
20,153,10,55709.38141,1,1,1
20,154,10,157475.9555,0,0,0
21,22,10,3182.398826,1,1,1
21,151,10,34242.90629,1,1,1
