node_from,node_to,Branch capacity (MW),Branch cost (€),Branch status LF-SCF,Branch status LF-STE,Branch status OL-SSTE
1,2,10,1044386.37,0,0,0
1,3,10,28034.46837,0,0,0
1,4,10,20036.4966,0,0,0
1,5,10,38268.09786,0,0,0
1,6,10,11746.24989,1,1,0
1,7,10,64878.31103,0,0,0
1,8,10,79731.72658,0,0,0
1,9,10,29354.21383,0,0,0
1,10,10,24915.52964,0,0,0
1,11,10,85322.26988,0,0,0
1,12,10,1043736.195,0,0,0
1,13,10,46420.9172,0,0,0
1,14,10,16775.15763,0,0,0
1,15,10,66968.72315,0,0,0
1,16,10,47389.94589,0,0,0
1,17,10,1047997.897,0,0,0
1,18,10,1062872.599,0,0,0
1,19,10,1045356.928,0,0,0
1,20,10,26128.80581,0,0,0
1,21,10,47126.40132,0,0,0
1,22,10,49208.3064,0,0,0
1,23,10,75327.67675,0,0,0
1,24,10,86821.84515,0,0,0
1,25,10,61711.65743,0,0,0
1,26,10,27985.62643,0,0,0
1,27,10,59907.66008,0,0,0
1,28,10,1047785.429,0,0,0
1,29,10,40321.90463,0,0,0
1,30,10,18089.45367,0,0,0
1,31,10,41222.8314,0,0,0
1,32,10,1056523.469,0,0,0
1,33,10,84035.85592,0,0,0
1,34,10,1030865.973,0,0,0
1,35,10,68812.39456,0,0,0
1,36,10,34273.22791,0,0,0
1,37,10,1043360.607,0,0,0
1,38,10,70309.28254,0,0,0
1,39,10,44789.7941,0,0,0
1,40,10,79209.81766,0,0,0
1,41,10,1027691.962,0,0,0
1,42,10,1050201.437,0,0,0
1,43,10,1050272.582,0,0,0
1,44,10,13575.09846,0,0,1
1,45,10,20685.13623,0,0,0
1,46,10,29543.15323,0,0,0
1,47,10,24833.80727,0,0,0
1,48,10,73437.98027,0,0,0
1,49,10,1033830.996,0,0,0
1,50,10,49264.23397,0,0,0
1,51,10,1039438.597,0,0,0
1,52,10,1047518.947,0,0,0
1,53,10,65871.05902,0,0,0
1,54,10,31343.23005,0,0,0
1,55,10,67067.5423,0,0,0
1,56,10,22195.55738,0,0,0
1,57,10,56308.85453,0,0,0
1,58,10,36962.26832,0,0,0
1,59,10,50224.94714,0,0,0
1,60,10,1051063.683,0,0,0
1,61,10,32901.03798,0,0,0
1,62,10,4928.514589,1,1,1
1,63,10,1051892.231,0,0,0
1,64,10,51169.68673,0,0,0
1,65,10,35497.38123,0,0,0
1,66,10,15078.26743,0,0,0
1,67,10,49060.47809,0,0,0
1,68,10,1028500.653,0,0,0
1,69,10,1053939.802,0,0,0
1,70,10,39499.75671,0,0,0
1,71,10,65598.55708,0,0,0
1,72,10,18235.85703,0,0,0
1,73,10,53668.71253,0,0,0
1,74,10,25734.43697,0,0,0
1,75,10,38342.19948,0,0,0
1,76,10,70528.07918,0,0,0
1,77,10,22317.18802,0,0,0
1,78,10,1026308.781,0,0,0
1,79,10,1041075.183,0,0,0
1,80,10,1043329.948,0,0,0
1,81,10,1081937.973,0,0,0
1,82,10,132294.6972,0,0,0
1,83,10,145671.8439,0,0,0
1,84,10,1084852.949,0,0,0
1,85,10,167755.9664,0,0,0
1,86,10,1067462.193,0,0,0
1,87,10,162075.1504,0,0,0
1,88,10,1175889.065,0,0,0
1,89,10,203881.2583,0,0,0
1,90,10,1147148.616,0,0,0
1,91,10,1094333.606,0,0,0
1,92,10,160073.7638,0,0,0
1,93,10,1099044.386,0,0,0
1,94,10,1105540.511,0,0,0
1,95,10,135863.7229,0,0,0
1,96,10,1114014.085,0,0,0
1,97,10,1076782.157,0,0,0
1,98,10,131791.3464,0,0,0
1,99,10,1095111.156,0,0,0
1,100,10,1107544.055,0,0,0
1,101,10,99126.08781,0,0,0
1,102,10,104324.9111,0,0,0
1,103,10,148508.2404,0,0,0
1,104,10,179631.7747,0,0,0
1,105,10,1097065.788,0,0,0
1,106,10,1102550.118,0,0,0
1,107,10,158764.054,0,0,0
1,108,10,1118846.375,0,0,0
1,109,10,1123950.721,0,0,0
1,110,10,171562.8841,0,0,0
1,111,10,109872.0197,0,0,0
1,112,10,1134829.686,0,0,0
1,113,10,1117799.781,0,0,0
1,114,10,195554.6545,0,0,0
1,115,10,173586.0543,0,0,0
1,116,10,1160802.819,0,0,0
1,117,10,168465.525,0,0,0
1,118,10,137172.0541,0,0,0
1,119,10,1138685.936,0,0,0
1,120,10,79839.53565,0,0,0
1,121,10,1150280.169,0,0,0
1,122,10,1103382.518,0,0,0
1,123,10,1103095.123,0,0,0
1,124,10,1133194.056,0,0,0
1,125,10,1094452.15,0,0,0
1,126,10,159769.7977,0,0,0
1,127,10,117068.4118,0,0,0
1,128,10,1066161.309,0,0,0
1,129,10,1137767.359,0,0,0
1,130,10,113163.1176,0,0,0
1,131,10,1139430.305,0,0,0
1,132,10,149458.0838,0,0,0
1,133,10,1072136.723,0,0,0
1,134,10,147363.8811,0,0,0
1,135,10,1080508.056,0,0,0
1,136,10,188695.8286,0,0,0
1,137,10,91815.85766,0,0,0
1,138,10,116008.7847,0,0,0
1,139,10,1072027.754,0,0,0
1,140,10,147950.1287,0,0,0
1,141,10,98520.94628,0,0,0
1,142,10,1125475.844,0,0,0
1,143,10,106788.1974,0,0,0
1,144,10,77080.82028,0,0,0
1,145,10,1071229.236,0,0,0
1,146,10,118673.0473,0,0,0
1,147,10,1118909.431,0,0,0
1,148,10,157353.5545,0,0,0
1,149,10,1062835.403,0,0,0
1,150,10,167078.6941,0,0,0
1,151,10,79706.4176,0,0,0
1,152,10,1051268.564,0,0,0
1,153,10,81532.62061,0,0,0
1,154,10,156812.5995,0,0,0
2,3,10,1045843.486,0,0,0
2,4,10,1062352.359,0,0,0
2,5,10,1080977.15,0,0,0
2,6,10,1042436.56,0,0,0
2,7,10,1098464.54,0,0,0
2,8,10,1105115.204,0,0,0
2,9,10,1070195.106,0,0,0
2,10,10,1053534.665,0,0,0
2,11,10,1115238.223,0,0,0
2,12,10,22890.24067,0,0,0
2,13,10,1090172.962,0,0,0
2,14,10,1042991.079,0,0,0
2,15,10,1094592.571,0,0,0
2,16,10,1091776.316,0,0,0
2,17,10,28493.3306,0,0,0
2,18,10,183613.9007,0,0,0
2,19,10,116719.2012,0,0,0
2,20,10,1056971.277,0,0,0
2,21,10,1088657.324,0,0,0
2,22,10,1090908.734,0,0,0
2,23,10,1119714.046,0,0,0
2,24,10,1115270.439,0,0,0
2,25,10,1083037.706,0,0,0
2,26,10,1066021.967,0,0,0
2,27,10,1104294.03,0,0,0
2,28,10,3399.059213,1,1,0
2,29,10,1042726.712,0,0,0
2,30,10,1060463.448,0,0,0
2,31,10,1041215.469,0,0,0
2,32,10,17129.1114,0,0,0
2,33,10,1111362.102,0,0,0
2,34,10,38477.4967,0,0,0
2,35,10,1110151.835,0,0,0
2,36,10,1073331.68,0,0,0
2,37,10,127002.4064,0,0,0
2,38,10,1103895.512,0,0,0
2,39,10,1087995.086,0,0,0
2,40,10,1112570.562,0,0,0
2,41,10,33971.2653,0,0,0
2,42,10,101616.0751,0,0,0
2,43,10,105438.4884,0,0,0
2,44,10,1039400.755,0,0,0
2,45,10,1064437.181,0,0,0
2,46,10,1042247.364,0,0,0
2,47,10,1034439.268,0,0,0
2,48,10,1110764.848,0,0,0
2,49,10,43561.53763,0,0,0
2,50,10,1082850.463,0,0,0
2,51,10,149712.3784,0,0,0
2,52,10,8937.570117,0,0,0
2,53,10,1092660.382,0,0,0
2,54,10,1072874.153,0,0,0
2,55,10,1106248.127,0,0,0
2,56,10,1049207.491,0,0,0
2,57,10,1100695.224,0,0,0
2,58,10,1079363.134,0,0,0
2,59,10,1090860.38,0,0,0
2,60,10,6677.312936,0,0,0
2,61,10,1057167.886,0,0,0
2,62,10,1049314.884,0,0,0
2,63,10,103215.7465,0,0,0
2,64,10,1095556.056,0,0,0
2,65,10,1025987.217,0,0,0
2,66,10,1057394.13,0,0,0
2,67,10,1073117.382,0,0,0
2,68,10,18299.46876,0,0,0
2,69,10,18842.21084,0,0,0
2,70,10,1078149.661,0,0,0
2,71,10,1108017.63,0,0,0
2,72,10,1029466.604,0,0,0
2,73,10,1071352.401,0,0,0
2,74,10,1034990.358,0,0,0
2,75,10,1081617.281,0,0,0
2,76,10,1114081.697,0,0,0
2,77,10,1050841.19,0,0,0
2,78,10,19563.66155,0,0,0
2,79,10,148343.7573,0,0,0
2,80,10,12131.33681,1,1,0
2,81,10,93601.36861,0,0,1
2,82,10,1151760.394,0,0,0
2,83,10,1190058.214,0,0,0
2,84,10,87950.2477,0,0,0
2,85,10,1156955.798,0,0,0
2,86,10,185939.2929,0,0,0
2,87,10,1206461.52,0,0,0
2,88,10,211218.7255,0,0,0
2,89,10,1213900.406,0,0,0
2,90,10,143143.9598,0,0,0
2,91,10,109104.4225,0,0,0
2,92,10,1172116.796,0,0,0
2,93,10,88111.17294,0,0,0
2,94,10,83512.41821,0,0,0
2,95,10,1180250.093,0,0,0
2,96,10,112247.5515,0,0,0
2,97,10,59124.66307,0,0,0
2,98,10,1176177.716,0,0,0
2,99,10,59287.54841,0,0,0
2,100,10,105743.2907,0,0,0
2,101,10,1122906.784,0,0,0
2,102,10,1132754.342,0,0,0
2,103,10,1192894.61,0,0,0
2,104,10,1224018.144,0,0,0
2,105,10,77012.29168,0,0,0
2,106,10,78693.31305,0,0,0
2,107,10,1203150.424,0,0,0
2,108,10,80966.26094,0,0,0
2,109,10,94027.93435,0,0,0
2,110,10,1215949.254,0,0,0
2,111,10,1154258.389,0,0,0
2,112,10,169825.8854,0,0,0
2,113,10,155020.2674,0,0,0
2,114,10,1239941.024,0,0,0
2,115,10,1217972.424,0,0,0
2,116,10,206318.919,0,0,0
2,117,10,1163253.147,0,0,0
2,118,10,1151267.094,0,0,0
2,119,10,98298.83411,0,0,0
2,120,10,1102089.79,0,0,0
2,121,10,178925.6653,0,0,0
2,122,10,91328.41631,0,0,0
2,123,10,103227.0178,0,0,0
2,124,10,99778.22272,0,0,0
2,125,10,56572.03531,0,0,0
2,126,10,1163819.951,0,0,0
2,127,10,1161304.195,0,0,0
2,128,10,26984.03597,0,0,0
2,129,10,178670.9818,0,0,0
2,130,10,1117968.284,0,0,0
2,131,10,112031.9141,0,0,0
2,132,10,1148956.717,0,0,0
2,133,10,42684.83326,0,0,0
2,134,10,1191750.251,0,0,0
2,135,10,67701.88801,0,0,0
2,136,10,1233082.198,0,0,0
2,137,10,1136202.227,0,0,0
2,138,10,1143364.8,0,0,0
2,139,10,179857.6146,0,0,0
2,140,10,1192336.498,0,0,0
2,141,10,1133200.856,0,0,0
2,142,10,122446.2827,0,0,0
2,143,10,1147323.427,0,0,0
2,144,10,1099818.762,0,0,0
2,145,10,148319.69,0,0,0
2,146,10,1163059.417,0,0,0
2,147,10,98119.5369,0,0,0
2,148,10,1167316.306,0,0,0
2,149,10,55212.26983,0,0,0
2,150,10,1211465.064,0,0,0
2,151,10,1119746.653,0,0,0
2,152,10,26539.4762,0,0,1
2,153,10,1099751.104,0,0,0
2,154,10,1201198.969,0,0,0
3,4,10,44585.94831,0,0,0
3,5,10,50870.88518,0,0,0
3,6,10,17368.29159,0,0,0
3,7,10,56697.72369,0,0,0
3,8,10,62648.46669,0,0,0
3,9,10,56470.97207,0,0,0
3,10,10,52755.41651,0,0,0
3,11,10,69394.73702,0,0,0
3,12,10,1028413.159,0,0,0
3,13,10,64995.65205,0,0,0
3,14,10,11259.31075,0,0,0
3,15,10,48749.08421,0,0,0
3,16,10,61540.16687,0,0,0
3,17,10,1028679.385,0,0,0
3,18,10,1079815.791,0,0,0
3,19,10,1073391.397,0,0,0
3,20,10,16293.11584,0,0,0
3,21,10,53974.25904,0,0,0
3,22,10,55627.88273,0,0,0
3,23,10,89747.69854,0,0,0
3,24,10,69426.95261,0,0,0
3,25,10,40180.52981,0,0,0
3,26,10,56020.0948,0,0,0
3,27,10,74721.57287,0,0,0
3,28,10,1048185.434,0,0,0
3,29,10,64918.0879,0,0,0
3,30,10,28683.41537,0,0,0
3,31,10,62921.89051,0,0,0
3,32,10,1046593.072,0,0,0
3,33,10,68043.29533,0,0,0
3,34,10,1009887.811,0,0,0
3,35,10,69199.88788,0,0,0
3,36,10,60832.20034,0,0,0
3,37,10,1071395.075,0,0,0
3,38,10,61641.26774,0,0,0
3,39,10,57451.72182,0,0,0
3,40,10,67347.84699,0,0,0
3,41,10,1012169.964,0,0,0
3,42,10,1074178.464,0,0,0
3,43,10,1075895.841,0,0,0
3,44,10,38128.31666,0,0,0
3,45,10,45527.11644,0,0,0
3,46,10,52008.40732,0,0,0
3,47,10,47748.50911,0,0,0
3,48,10,70689.82151,0,0,0
3,49,10,1007561.631,0,0,0
3,50,10,41083.64663,0,0,0
3,51,10,1064040.142,0,0,0
3,52,10,1041134.379,0,0,0
3,53,10,46816.89534,0,0,0
3,54,10,41156.23836,0,0,0
3,55,10,67910.35828,0,0,0
3,56,10,7511.539965,0,0,0
3,57,10,69855.05406,0,0,0
3,58,10,60571.83602,0,0,0
3,59,10,51067.76313,0,0,0
3,60,10,1050139.659,0,0,0
3,61,10,59934.75348,0,0,0
3,62,10,31228.87489,0,0,0
3,63,10,1078083.111,0,0,0
3,64,10,65319.90771,0,0,0
3,65,10,50606.36616,0,0,0
3,66,10,41407.63497,0,0,0
3,67,10,27273.89519,0,0,1
3,68,10,1037848.55,0,0,0
3,69,10,1042956.413,0,0,0
3,70,10,38518.85816,0,0,0
3,71,10,71993.14934,0,0,0
3,72,10,23674.0303,0,0,0
3,73,10,29976.87329,1,1,0
3,74,10,13372.29155,1,1,1
3,75,10,49641.1727,0,0,0
3,76,10,84074.2787,0,0,0
3,77,10,10756.46752,0,0,0
3,78,10,1034325.902,0,0,0
3,79,10,1066825.041,0,0,0
3,80,10,1036994.64,0,0,0
3,81,10,1108039.901,0,0,0
3,82,10,111932.7766,0,0,0
3,83,10,159822.0649,0,0,0
3,84,10,1057978.873,0,0,0
3,85,10,145969.3835,0,0,0
3,86,10,1088208.068,0,0,0
3,87,10,176225.3714,0,0,0
3,88,10,1202217.138,0,0,0
3,89,10,218031.4792,0,0,0
3,90,10,1120274.54,0,0,0
3,91,10,1074408.78,0,0,0
3,92,10,139966.9172,0,0,0
3,93,10,1071519.928,0,0,0
3,94,10,1084424.564,0,0,0
3,95,10,149409.9225,0,0,0
3,96,10,1087184.586,0,0,0
3,97,10,1052220.585,0,0,0
3,98,10,145941.5674,0,0,0
3,99,10,1076989.14,0,0,0
3,100,10,1080311.741,0,0,0
3,101,10,79156.47199,0,0,0
3,102,10,88592.45052,0,0,0
3,103,10,162658.4614,0,0,0
3,104,10,194445.6875,0,0,0
3,105,10,1073570.815,0,0,0
3,106,10,1082382.999,0,0,0
3,107,10,173287.7909,0,0,0
3,108,10,1103393.102,0,0,0
3,109,10,1102103.98,0,0,0
3,110,10,185291.3398,0,0,0
3,111,10,124022.2406,0,0,0
3,112,10,1162053.843,0,0,0
3,113,10,1144100.142,0,0,0
3,114,10,210078.3914,0,0,0
3,115,10,187132.2538,0,0,0
3,116,10,1187766.009,0,0,0
3,117,10,146649.6775,0,0,0
3,118,10,115385.4712,0,0,0
3,119,10,1121468.723,0,0,0
3,120,10,57490.57781,0,0,0
3,121,10,1174830.391,0,0,0
3,122,10,1076603.172,0,0,0
3,123,10,1076687.086,0,0,0
3,124,10,1260183.88,0,0,0
3,125,10,1081009.853,0,0,0
3,126,10,137983.2148,0,0,0
3,127,10,130681.2751,0,0,0
3,128,10,1053498.616,0,0,0
3,129,10,1163404.767,0,0,0
3,130,10,90956.41579,0,0,0
3,131,10,1113335.079,0,0,0
3,132,10,127642.2364,0,0,0
3,133,10,1083532.317,0,0,0
3,134,10,161514.1021,0,0,0
3,135,10,1099248.884,0,0,0
3,136,10,202846.0496,0,0,0
3,137,10,105966.0786,0,0,0
3,138,10,98779.57845,0,0,0
3,139,10,1091986.249,0,0,0
3,140,10,162764.0415,0,0,0
3,141,10,90188.07401,0,0,0
3,142,10,1098757.72,0,0,0
3,143,10,107181.6612,0,0,0
3,144,10,54731.86245,0,0,0
3,145,10,1099112.289,0,0,0
3,146,10,132823.2682,0,0,0
3,147,10,1095806.116,0,0,0
3,148,10,135566.9716,0,0,0
3,149,10,1037164.308,0,0,0
3,150,10,181228.9151,0,0,0
3,151,10,78122.27096,0,0,0
3,152,10,1033912.469,0,0,0
3,153,10,59746.03771,0,0,0
3,154,10,170213.5722,0,0,0
4,5,10,25922.33983,0,0,0
4,6,10,28778.59257,0,0,0
4,7,10,65139.95632,0,0,0
4,8,10,85662.86753,0,0,0
4,9,10,11906.53661,0,0,0
4,10,10,19513.13672,0,0,0
4,11,10,87194.01473,0,0,0
4,12,10,1061832.5,0,0,0
4,13,10,28539.67865,0,0,0
4,14,10,34309.7493,0,0,0
4,15,10,69653.0854,0,0,0
4,16,10,32778.25868,0,0,0
4,17,10,1065537.643,0,0,0
4,18,10,1044991.361,0,0,0
4,19,10,1040528.869,0,0,0
4,20,10,37320.78456,0,0,0
4,21,10,39373.30218,0,0,0
4,22,10,42135.40805,0,0,0
4,23,10,61378.82946,0,0,0
4,24,10,88693.59,0,0,0
4,25,10,70443.46287,0,0,0
4,26,10,13474.11871,0,0,1
4,27,10,45712.66515,0,0,0
4,28,10,1065108.55,0,0,0
4,29,10,45119.01592,0,0,0
4,30,10,20831.28357,0,0,0
4,31,10,47593.74276,0,0,0
4,32,10,1072995.992,0,0,0
4,33,10,89470.54254,0,0,0
4,34,10,1049154.612,0,0,0
4,35,10,59765.15281,0,0,0
4,36,10,16825.5507,0,0,0
4,37,10,1032305.386,0,0,0
4,38,10,72181.02739,0,0,0
4,39,10,31375.45943,0,0,0
4,40,10,81081.56251,0,0,0
4,41,10,1046818.623,0,0,0
4,42,10,1052075.069,0,0,0
4,43,10,1049062.837,0,0,0
4,44,10,24320.86886,0,0,0
4,45,10,3157.743025,1,1,1
4,46,10,31194.34452,0,0,0
4,47,10,34365.98429,0,0,0
4,48,10,68934.8184,0,0,0
4,49,10,1049388.601,0,0,0
4,50,10,53147.90941,0,0,0
4,51,10,1020879.791,0,0,0
4,52,10,1064835.023,0,0,0
4,53,10,67720.89653,0,0,0
4,54,10,24666.61856,0,0,0
4,55,10,57355.30718,0,0,0
4,56,10,38482.95202,0,0,0
