node_from,node_to,Branch capacity (MW),Branch cost (€),Branch status LF-SCF,Branch status LF-STE,Branch status OL-SSTE
1,2,10,29644.26305,0,0,0
1,3,10,13895.18186,0,0,0
1,4,10,16826.28286,0,0,0
1,5,10,11447.33101,0,0,0
1,6,10,17379.59729,0,0,0
1,7,10,3651.089239,1,1,1
1,8,10,9996.57515,0,0,1
1,9,10,6294.217416,0,0,0
1,10,10,16404.92587,0,0,0
1,11,10,20085.62303,0,0,0
1,12,10,18311.55199,0,0,0
1,13,10,428033.0371,0,0,0
1,14,10,24445.51117,0,0,0
1,15,10,4972.073438,1,1,0
1,16,10,26846.98109,0,0,0
1,17,10,11233.96014,0,0,0
1,18,10,11551.97432,0,0,0
1,19,10,29233.51676,0,0,0
1,20,10,5411.325721,0,0,0
1,21,10,24777.5765,0,0,0
1,22,10,6315.090954,0,0,0
1,23,10,11442.6992,0,0,0
1,24,10,6406.636254,0,0,0
1,25,10,14268.07915,0,0,0
1,26,10,22273.93895,0,0,0
1,27,10,77142.39123,0,0,0
1,28,10,17970.43438,0,0,0
1,29,10,431360.7149,0,0,0
1,30,10,435592.2284,0,0,0
1,31,10,55206.6732,0,0,0
1,32,10,35477.52279,0,0,0
1,33,10,41089.48945,0,0,0
1,34,10,35178.44156,0,0,0
1,35,10,38426.12866,0,0,0
1,36,10,860209.4797,0,0,0
1,37,10,79592.24715,0,0,0
1,38,10,56322.66216,0,0,0
1,39,10,73069.0516,0,0,0
1,40,10,46788.87785,0,0,0
1,41,10,425557.513,0,0,0
1,42,10,440295.9316,0,0,0
1,43,10,49595.3557,0,0,0
1,44,10,419854.5787,0,0,0
1,45,10,20759.32167,0,0,0
1,46,10,53243.01378,0,0,0
1,47,10,63491.29649,0,0,0
1,48,10,440412.9126,0,0,0
1,49,10,437717.7447,0,0,0
1,50,10,452219.3361,0,0,0
1,51,10,23806.68951,0,0,0
1,52,10,12871.31814,0,0,0
1,53,10,441398.6643,0,0,0
1,54,10,20293.03327,0,0,0
2,3,10,20301.59729,0,0,0
2,4,10,42101.9076,0,0,0
2,5,10,33302.12498,0,0,0
2,6,10,14041.31971,0,0,0
2,7,10,29017.81707,0,0,0
2,8,10,39640.8382,0,0,0
2,9,10,32888.69408,0,0,0
2,10,10,34536.70814,0,0,0
2,11,10,14160.11135,0,0,0
