node_from,node_to,Branch capacity (MW),Branch cost (€),Branch status LF-SCF,Branch status LF-STE,Branch status OL-SSTE
1,76,10,5028.563747,1,1,1
1,77,10,72860.74544,0,0,0
1,78,10,64156.30048,1,1,1
2,3,10,3048.609145,1,1,1
2,76,10,28927.7166,1,1,1
2,77,10,48147.76315,0,0,0
2,78,10,48783.03541,0,0,0
3,10,10,4872.405375,1,1,1
3,76,10,30743.55367,0,0,0
3,77,10,45099.154,0,0,0
3,78,10,48286.22898,0,0,0
4,76,10,3992.71886,1,1,1
4,77,10,73406.84171,0,0,0
4,78,10,69025.65983,1,1,1
5,30,10,3123.793375,1,1,1
5,76,10,50597.21508,0,0,0
5,77,10,32905.04983,1,1,1
5,78,10,34467.29284,0,0,0
6,25,10,4458.525215,1,1,1
6,76,10,40372.21429,0,0,0
6,77,10,36520.91346,0,0,0
6,78,10,34479.60037,1,1,1
7,20,10,6119.946488,1,1,1
7,76,10,8908.29434,1,1,1
7,77,10,68271.1864,0,0,0
7,78,10,61701.60193,0,0,0
8,13,10,4968.184097,1,1,1
8,76,10,17455.37554,1,1,0
8,77,10,60837.19885,0,0,0
8,78,10,60066.66078,0,0,1
9,23,10,2191.553074,1,1,1
9,76,10,60777.71784,0,0,0
9,77,10,47609.68624,0,0,0
9,78,10,15367.10804,1,1,1
10,18,10,2941.898699,1,1,1
10,76,10,33665.7184,0,0,0
10,77,10,42898.79216,0,0,0
10,78,10,43413.82361,0,0,0
11,48,10,15479.22076,1,1,1
11,76,10,19425.3298,1,1,0
11,77,10,82963.14619,0,0,0
11,78,10,70404.1879,0,0,1
12,29,10,6676.111767,0,0,0
12,76,10,51144.30544,1,1,1
12,77,10,52352.46128,0,0,0
12,78,10,26376.53548,1,1,1
13,76,10,12816.11326,1,1,1
13,77,10,64963.18719,0,0,0
13,78,10,64308.40984,0,0,0
14,20,10,6677.801624,1,1,1
14,76,10,20241.65876,1,1,0
14,77,10,62059.22253,0,0,0
14,78,10,49408.95066,0,0,1
15,28,10,10574.5069,1,1,1
15,76,10,59530.61064,0,0,0
15,77,10,22973.7612,1,1,0
15,78,10,35426.15592,0,0,1
16,68,10,15478.73195,1,1,1
16,76,10,24039.12415,1,1,1
16,77,10,60630.94084,0,0,0
16,78,10,65707.6337,0,0,0
17,29,10,4138.552394,1,1,1
17,76,10,51942.84542,0,0,1
17,77,10,58267.29178,0,0,0
17,78,10,31240.54127,1,1,0
18,30,10,11040.34037,0,0,1
18,76,10,35819.32355,1,1,0
18,77,10,39956.89346,0,0,0
18,78,10,42003.79767,0,0,0
19,54,10,5980.776283,1,1,1
19,76,10,68782.33566,0,0,0
19,77,10,8114.232663,1,1,0
19,78,10,33768.3247,0,0,1
20,24,10,10634.3134,0,0,0
20,76,10,13563.85714,0,0,0
20,77,10,67028.20743,0,0,0
20,78,10,56086.75229,0,0,0
21,38,10,16469.78579,1,1,1
21,76,10,35514.7771,1,1,0
21,77,10,61765.81011,0,0,0
21,78,10,42831.21853,0,0,1
22,27,10,7624.30191,1,1,1
22,76,10,55457.73178,0,0,0
22,77,10,27750.20704,0,0,1
22,78,10,18035.88654,1,1,0
23,45,10,5936.942435,1,1,1
23,76,10,61935.09987,0,0,0
23,77,10,45418.13317,0,0,0
23,78,10,13471.78649,0,0,0
24,25,10,18270.11338,1,1,1
24,76,10,21847.23996,1,1,1
24,77,10,56393.89403,0,0,0
24,78,10,48327.25585,0,0,0
25,30,10,9335.978452,0,0,0
25,76,10,38662.78114,0,0,0
25,77,10,40542.34841,0,0,0
25,78,10,32448.8718,0,0,0
26,30,10,2173.402474,1,1,0
26,76,10,46991.57232,0,0,0
26,77,10,29544.85918,0,0,1
26,78,10,29417.68785,1,1,1
27,30,10,12971.98497,0,0,0
27,76,10,49180.60408,0,0,0
27,77,10,35248.59826,0,0,0
27,78,10,21310.9077,1,1,1
28,66,10,5533.517784,1,1,1
28,76,10,50752.07139,0,0,0
28,77,10,31736.65814,0,0,0
28,78,10,46000.66282,0,0,0
29,67,10,10047.88126,1,1,1
29,76,10,55165.83039,0,0,0
29,77,10,58392.27452,0,0,0
29,78,10,28374.97327,0,0,0
30,66,10,22991.71074,0,0,0
30,76,10,46608.70945,0,0,0
30,77,10,36213.93308,0,0,0
30,78,10,31591.09032,0,0,0
31,51,10,8503.853474,1,1,1
31,76,10,82266.91505,0,0,0
31,77,10,23519.70855,1,1,0
31,78,10,55634.16555,0,0,1
32,36,10,3985.830193,1,1,1
32,76,10,1086789.066,0,0,0
32,77,10,1067119.395,0,0,0
32,78,10,1033858.571,1,1,1
33,73,10,8674.593781,1,1,1
33,76,10,30975.84685,1,1,1
33,77,10,102373.5838,0,0,0
33,78,10,99153.75984,0,0,0
34,45,10,16293.37696,1,1,1
34,76,10,78202.07255,0,0,0
34,77,10,56686.9666,0,0,1
34,78,10,24620.7158,1,1,0
35,70,10,11753.94744,1,1,1
35,76,10,49169.50704,0,0,0
35,77,10,73213.63399,0,0,0
35,78,10,45965.85447,1,1,1
36,43,10,18768.54137,1,1,1
36,76,10,1090106.008,0,0,0
36,77,10,1069283.138,0,0,0
36,78,10,1037844.401,0,0,0
37,59,10,17753.80674,1,1,1
37,76,10,65499.07755,0,0,0
37,77,10,63737.33052,1,1,1
37,78,10,86166.50122,0,0,0
38,70,10,12661.38512,0,0,0
38,76,10,37131.79703,1,1,1
38,77,10,77149.90383,0,0,0
38,78,10,55874.2189,0,0,0
39,62,10,6662.013323,1,1,1
39,76,10,1086506.622,0,0,0
39,77,10,1015558.637,1,1,0
39,78,10,1034636.251,0,0,1
40,46,10,3978.35195,1,1,1
40,76,10,87661.72261,0,0,0
40,77,10,14802.31881,1,1,1
40,78,10,47479.37347,0,0,0
41,55,10,9896.316038,1,1,1
41,76,10,61259.37256,1,1,1
41,77,10,90830.00259,0,0,0
41,78,10,62011.41395,0,0,0
42,75,10,2959.915076,1,1,1
42,76,10,79525.94634,0,0,0
42,77,10,8565.882366,1,1,1
42,78,10,29404.42915,0,0,0
43,57,10,31957.53659,1,1,1
43,76,10,1092839.503,0,0,0
43,77,10,1056651.802,0,0,0
43,78,10,1030727.049,0,0,0
44,49,10,6604.409529,1,1,1
44,76,10,28749.77497,1,1,1
44,77,10,99572.40835,0,0,0
44,78,10,85833.92176,0,0,0
45,76,10,67092.58033,0,0,0
45,77,10,42610.71969,0,0,0
45,78,10,9059.651466,0,0,0
46,76,10,83689.38311,0,0,0
46,77,10,11336.92694,1,1,0
46,78,10,43501.02152,0,0,1
47,59,10,20462.66282,1,1,1
47,76,10,53134.32194,1,1,1
47,77,10,79944.8807,0,0,0
47,78,10,92954.23375,0,0,0
48,76,10,15478.54834,1,1,1
48,77,10,90084.23014,0,0,0
48,78,10,79246.84453,0,0,0
