node_from,node_to,Branch capacity (MW),Branch cost (€),Branch status LF-SCF,Branch status LF-STE,Branch status OL-SSTE
1,5,10,24046.95637,0,0,0
1,6,10,32985.71939,0,0,0
1,30,10,17711.58376,0,0,0
1,35,10,18352.20809,0,1,1
1,45,10,32104.49178,0,0,0
1,46,10,26990.29705,1,0,0
1,47,10,17452.46915,0,0,1
1,48,10,26380.31389,0,0,0
1,55,10,24091.53547,0,0,0
1,59,10,23782.49114,0,0,0
1,101,10,1093629.659,0,0,0
1,102,10,60084.80401,1,1,0
1,103,10,72834.85967,0,0,0
1,104,10,1167787.917,0,0,0
2,3,10,2961.571957,1,1,1
2,7,10,21494.15387,0,0,0
2,15,10,29079.39828,0,0,0
2,17,10,28908.21284,0,0,0
2,20,10,14989.60205,0,0,0
2,33,10,29118.52609,0,0,0
2,34,10,26330.92262,0,0,0
2,41,10,8713.350411,1,1,1
2,50,10,8774.196479,0,0,0
2,53,10,11394.84784,0,0,0
2,101,10,66649.42395,0,0,0
2,102,10,1053468.13,0,0,0
2,103,10,1086616.597,0,0,0
2,104,10,157079.2792,0,0,0
3,7,10,24455.72583,0,0,0
3,14,10,32360.03486,0,0,0
3,15,10,28821.85463,0,0,0
3,17,10,26535.81614,0,0,0
3,20,10,15314.66104,0,0,0
3,33,10,27809.71845,0,0,0
3,34,10,24376.47972,0,0,0
3,41,10,11052.21109,0,0,0
3,50,10,10579.70579,1,1,1
3,53,10,9022.451134,0,0,0
3,101,10,66974.48295,0,0,0
3,102,10,1052985.748,0,0,0
3,103,10,1088564.316,0,0,0
3,104,10,159042.9828,0,0,0
4,5,10,18482.62057,0,0,0
4,16,10,25891.12213,0,0,0
4,30,10,26934.10379,0,0,0
4,35,10,14733.6784,0,0,0
4,39,10,9780.133897,0,0,0
4,42,10,12406.27487,1,0,1
4,45,10,2178.219685,1,1,1
4,47,10,18761.87895,0,1,0
4,59,10,21000.5633,0,0,0
4,66,10,18706.24315,0,0,0
4,101,10,1115686.475,0,0,0
4,102,10,86028.12615,0,0,0
4,103,10,82290.49829,0,0,0
4,104,10,1182281.735,0,0,0
5,16,10,13128.56598,0,0,1
5,26,10,16069.00582,0,1,0
5,30,10,28477.53104,0,0,0
5,35,10,10323.66305,1,1,0
5,39,10,27211.9719,0,0,0
5,45,10,16304.40088,1,0,0
5,46,10,19722.43024,0,0,0
5,47,10,20436.78617,0,0,0
5,55,10,27687.55003,0,0,0
5,59,10,28278.63451,0,0,0
5,101,10,1097225.674,0,0,0
5,102,10,82937.18626,0,0,0
5,103,10,87863.73705,0,0,1
5,104,10,1164675.322,0,0,0
6,30,10,16887.60491,0,1,0
6,35,10,33226.07919,0,0,0
6,38,10,27189.86621,0,0,0
6,40,10,34645.79672,0,0,0
6,47,10,22877.36806,0,0,0
6,52,10,30408.08156,0,0,0
6,56,10,12956.67923,0,1,0
6,59,10,16883.12591,1,0,1
6,60,10,23000.48367,1,0,1
6,66,10,28323.58422,0,0,0
6,101,10,1118283.001,0,0,0
6,102,10,50083.3916,0,0,0
6,103,10,46709.0037,0,0,0
6,104,10,1200086.366,0,0,0
7,14,10,51173.21805,0,0,0
7,15,10,18833.50538,1,1,1
7,17,10,46886.44432,0,0,0
7,20,10,32725.52779,0,0,0
7,33,10,32341.70026,0,0,0
7,34,10,46460.03181,0,0,0
7,41,10,14866.96458,1,1,1
7,50,10,21881.02657,0,0,0
7,53,10,29373.07932,0,0,0
7,71,10,54605.56751,0,0,0
7,101,10,81322.62005,0,0,0
7,102,10,1041213.47,0,0,0
7,103,10,1068335.46,0,0,0
7,104,10,170097.8073,0,0,0
8,24,10,8810.30521,0,1,0
8,25,10,18657.1118,0,0,0
8,28,10,27923.65905,0,0,0
8,32,10,18276.95326,0,0,0
8,38,10,25160.76859,0,0,0
8,40,10,20256.68105,1,0,1
8,49,10,22237.83321,0,0,0
8,52,10,21148.57737,0,0,0
