node_from,node_to,Branch capacity (MW),Branch cost (€),Branch status LF-SCF,Branch status LF-STE,Branch status OL-SSTE
1,30,10,9057.851152,1,1,1
1,47,10,10213.28506,1,0,0
1,59,10,12036.5615,0,1,1
1,201,10,48416.02629,0,0,0
1,202,10,60447.64442,0,0,0
1,203,10,1078069.231,0,0,0
1,204,10,72386.11598,0,0,0
1,205,10,134383.8466,0,0,0
2,3,10,2279.74287,1,1,1
2,41,10,4942.699059,0,0,0
2,50,10,8299.404046,1,1,1
2,201,10,48749.82933,0,0,0
2,202,10,35901.54295,0,0,0
2,203,10,1075169.864,0,0,0
2,204,10,82337.94135,0,0,0
2,205,10,96922.98845,0,0,0
3,41,10,5321.6049,1,1,1
3,50,10,10579.14692,0,0,0
3,53,10,8789.939901,0,0,0
3,201,10,49747.80551,0,0,0
3,202,10,34688.19305,0,0,0
3,203,10,1075527.038,0,0,0
3,204,10,83204.52339,0,0,0
3,205,10,94643.24558,0,0,0
4,5,10,9446.856492,0,0,0
4,39,10,5900.125179,1,1,1
4,45,10,1107.701978,1,1,1
4,201,10,58503.02328,0,0,0
4,202,10,83241.67902,0,0,0
4,203,10,1090979.458,0,0,0
4,204,10,72778.67459,0,0,0
4,205,10,159664.583,0,0,0
5,35,10,8910.063453,1,1,1
5,45,10,8339.154514,0,0,0
5,46,10,9928.04284,1,1,1
5,201,10,51025.28639,0,0,0
5,202,10,82079.82031,0,0,0
5,203,10,1094593.175,0,0,0
5,204,10,66102.45045,0,0,0
5,205,10,156538.454,0,0,0
6,30,10,13397.49809,1,1,1
6,56,10,13021.68705,1,1,1
6,59,10,17600.24445,0,0,0
6,201,10,63914.4687,0,0,0
6,202,10,47822.55516,0,0,0
6,203,10,1059639.739,0,0,0
6,204,10,90550.94389,0,0,0
6,205,10,130251.1746,0,0,0
7,28,10,10917.48954,1,1,1
7,41,10,10979.23674,1,1,1
7,50,10,10855.10129,0,0,0
7,201,10,49026.40785,0,0,0
7,202,10,35585.41244,0,0,0
7,203,10,1067212.5,0,0,0
7,204,10,83764.98161,0,0,0
7,205,10,107652.7356,0,0,0
