node_from,node_to,Branch capacity (MW),Branch cost (€),Branch status LF-SCF,Branch status LF-STE,Branch status OL-SSTE
1,2,10,37460.8581,0,0,0
1,3,10,39740.60097,0,0,0
1,4,10,26095.27466,0,0,0
1,5,10,23756.64042,0,0,0
1,6,10,21340.96973,0,0,0
1,7,10,30113.50348,0,0,0
1,8,10,60073.07796,0,0,0
1,9,10,43084.84557,0,0,0
1,10,10,41694.80871,0,0,0
1,11,10,64743.62253,0,0,0
1,12,10,63600.57083,0,0,0
1,13,10,55290.43951,0,0,0
1,14,10,38809.45057,0,0,0
1,15,10,47336.80803,0,0,0
1,16,10,36799.69869,0,0,0
1,17,10,64323.69645,0,0,0
1,18,10,60488.20855,0,0,0
1,19,10,52020.32954,0,0,0
1,20,10,32385.05972,0,0,0
1,21,10,37143.55423,0,0,0
1,22,10,37223.28459,0,0,0
1,23,10,69514.52881,0,0,0
1,24,10,54009.61266,0,0,0
1,25,10,62543.63649,0,0,0
1,26,10,37486.73356,0,0,0
1,27,10,52444.89106,0,0,0
1,28,10,36984.9913,0,0,0
1,29,10,28650.66392,0,0,0
1,30,10,9057.851152,1,1,1
1,31,10,39334.51585,0,0,0
1,32,10,57974.7658,0,0,0
1,33,10,59034.62737,0,0,0
1,34,10,49983.40004,0,0,0
1,35,10,15857.64189,0,0,0
1,36,10,49355.26138,0,0,0
1,37,10,69448.31282,0,0,0
1,38,10,35626.65755,0,0,0
1,39,10,31995.39984,0,0,0
1,40,10,41134.27964,0,0,0
1,41,10,38933.87668,0,0,0
1,42,10,35994.58262,0,0,0
1,43,10,55238.18166,0,0,0
1,44,10,45316.05259,0,0,0
1,45,10,25958.35882,0,0,0
1,46,10,23426.516,0,0,0
1,47,10,10213.28506,0,0,0
1,48,10,15039.0928,1,1,1
1,49,10,45260.3778,0,0,0
1,50,10,30623.00629,0,0,0
1,51,10,54660.37321,0,0,0
1,52,10,46508.60122,0,0,0
1,53,10,48530.54087,0,0,0
1,54,10,46432.61411,0,0,0
1,55,10,15236.82489,0,0,0
1,56,10,29770.88083,0,0,0
1,57,10,47040.57644,0,0,0
1,58,10,46871.78114,0,0,0
1,59,10,12036.5615,0,0,0
1,60,10,41220.78765,0,0,0
1,61,10,1079098.063,0,0,0
1,62,10,99464.30466,0,0,0
1,63,10,1094980.344,0,0,0
1,64,10,1104404.463,0,0,0
1,65,10,120287.9966,0,0,0
1,66,10,61523.39211,0,0,0
1,67,10,78057.32091,0,0,0
1,68,10,1103480.42,0,0,0
1,69,10,87085.62053,0,0,0
1,70,10,124243.8805,0,0,0
1,71,10,79488.7145,0,0,0
1,72,10,1130022.828,0,0,0
1,73,10,95522.04367,0,0,0
1,74,10,1111210.533,0,0,0
1,75,10,1060786.11,0,0,0
1,76,10,106210.276,0,0,0
1,77,10,87533.32636,0,0,0
1,78,10,47106.30486,0,0,0
1,79,10,1093510.568,0,0,0
1,80,10,103603.391,0,0,0
1,81,10,1090935.266,0,0,0
1,82,10,1071728.809,0,0,0
1,83,10,81802.36663,0,0,0
1,84,10,1090860.388,0,0,0
